ID,class
2998,5
2999,1
3000,1
3001,6
3002,1
3003,4
3004,1
3005,7
3006,4
3007,1
3008,4
3009,7
3010,8
3011,0
3012,8
3013,3
3014,7
3015,7
3016,7
3017,5
3018,6
3019,6
3020,2
3021,1
3022,8
3023,3
3024,4
3025,5
3026,2
3027,7
3028,3
3029,1
3030,7
3031,4
3032,7
3033,1
3034,3
3035,5
3036,1
3037,1
3038,0
3039,5
3040,5
3041,4
3042,1
3043,6
3044,2
3045,1
3046,5
3047,8
3048,0
3049,3
3050,8
3051,5
3052,0
3053,2
3054,8
3055,0
3056,8
3057,6
3058,0
3059,5
3060,8
3061,4
3062,1
3063,8
3064,1
3065,7
3066,0
3067,6
3068,2
3069,5
3070,6
3071,1
3072,4
3073,7
3074,3
3075,8
3076,7
3077,3
3078,3
3079,2
3080,8
3081,7
3082,3
3083,8
3084,8
3085,5
3086,3
3087,7
3088,4
3089,7
3090,5
3091,7
3092,4
3093,8
3094,2
3095,3
3096,3
3097,3
3098,3
3099,7
3100,2
3101,8
3102,8
3103,3
3104,4
3105,4
3106,7
3107,6
3108,8
3109,1
3110,3
3111,7
3112,1
3113,4
3114,7
3115,5
3116,8
3117,6
3118,1
3119,3
3120,6
3121,1
3122,4
3123,6
3124,1
3125,8
3126,5
3127,3
3128,5
3129,6
3130,8
3131,6
3132,0
3133,5
3134,5
3135,6
3136,1
3137,1
3138,8
3139,8
3140,2
3141,3
3142,6
3143,7
3144,0
3145,1
3146,5
3147,5
3148,1
3149,3
3150,0
3151,5
3152,6
3153,8
3154,5
3155,0
3156,8
3157,6
3158,0
3159,0
3160,8
3161,5
3162,7
3163,1
3164,3
3165,6
3166,5
3167,2
3168,1
3169,8
3170,3
3171,6
3172,0
3173,7
3174,6
3175,7
3176,2
3177,6
3178,1
3179,5
3180,4
3181,5
3182,3
3183,2
3184,7
3185,1
3186,2
3187,7
3188,5
3189,5
3190,8
3191,7
3192,0
3193,7
3194,7
3195,8
3196,4
3197,1
3198,3
3199,7
3200,4
3201,5
3202,8
3203,0
3204,8
3205,0
3206,0
3207,1
3208,7
3209,8
3210,6
3211,6
3212,8
3213,5
3214,7
3215,1
3216,3
3217,5
3218,7
3219,3
3220,4
3221,1
3222,7
3223,7
3224,2
3225,6
3226,6
3227,1
3228,6
3229,4
3230,3
3231,3
3232,3
3233,3
3234,7
3235,8
3236,3
3237,0
3238,2
3239,3
3240,7
3241,4
3242,7
3243,7
3244,1
3245,5
3246,0
3247,4
3248,3
3249,1
3250,3
3251,7
3252,1
3253,0
3254,1
3255,7
3256,5
3257,4
3258,3
3259,4
3260,1
3261,3
3262,5
3263,2
3264,7
3265,8
3266,1
3267,8
3268,3
3269,5
3270,1
3271,6
3272,8
3273,4
3274,1
3275,1
3276,1
3277,1
3278,0
3279,3
3280,8
3281,5
3282,7
3283,8
3284,5
3285,6
3286,4
3287,0
3288,6
3289,4
3290,5
3291,3
3292,6
3293,2
3294,7
3295,2
3296,6
3297,4
3298,6
3299,0
3300,8
3301,6
3302,8
3303,8
3304,8
3305,6
3306,7
3307,5
3308,5
3309,4
3310,5
3311,6
3312,3
3313,4
3314,0
3315,1
3316,1
3317,4
3318,4
3319,5
3320,2
3321,0
3322,3
3323,6
3324,5
3325,3
3326,6
3327,4
3328,1
3329,0
3330,1
3331,8
3332,1
3333,8
3334,3
3335,1
3336,5
3337,2
3338,7
3339,1
3340,0
3341,3
3342,1
3343,6
3344,0
3345,6
3346,3
3347,1
3348,6
3349,4
3350,6
3351,8
3352,6
3353,5
3354,6
3355,6
3356,2
3357,1
3358,5
3359,3
3360,7
3361,2
3362,4
3363,6
3364,3
3365,7
3366,6
3367,1
3368,1
3369,2
3370,3
3371,1
3372,3
3373,1
3374,1
3375,7
3376,5
3377,5
3378,8
3379,6
3380,1
3381,8
3382,5
3383,7
3384,5
3385,8
3386,1
3387,4
3388,4
3389,2
3390,1
3391,8
3392,5
3393,6
3394,1
3395,6
3396,1
3397,6
3398,5
3399,1
3400,3
3401,8
3402,4
3403,7
3404,6
3405,2
3406,5
3407,5
3408,7
3409,2
3410,1
3411,5
3412,6
3413,3
3414,6
3415,0
3416,3
3417,3
3418,3
3419,2
3420,3
3421,8
3422,6
3423,6
3424,6
3425,7
3426,4
3427,3
3428,5
3429,1
3430,6
3431,0
3432,3
3433,7
3434,6
3435,6
3436,4
3437,3
3438,0
3439,7
3440,3
3441,5
3442,3
3443,3
3444,7
3445,0
3446,7
3447,1
3448,5
3449,2
3450,3
3451,1
3452,6
3453,7
3454,3
3455,5
3456,4
3457,5
3458,4
3459,8
3460,6
3461,3
3462,4
3463,4
3464,5
3465,6
3466,0
3467,1
3468,1
3469,1
3470,7
3471,6
3472,7
3473,1
3474,7
3475,2
3476,2
3477,6
3478,3
3479,2
3480,2
3481,4
3482,1
3483,6
3484,4
3485,0
3486,7
3487,7
3488,8
3489,1
3490,1
3491,7
3492,8
3493,2
3494,1
3495,2
3496,5
3497,8
3498,2
3499,1
3500,3
3501,0
3502,5
3503,3
3504,5
3505,3
3506,1
3507,1
3508,6
3509,6
3510,8
3511,3
3512,2
3513,6
3514,2
3515,3
3516,1
3517,3
3518,4
3519,6
3520,4
3521,2
3522,3
3523,0
3524,1
3525,7
3526,5
3527,0
3528,0
3529,1
3530,2
3531,5
3532,3
3533,4
3534,5
3535,6
3536,1
3537,8
3538,1
3539,2
3540,8
3541,6
3542,6
3543,6
3544,6
3545,2
3546,6
3547,3
3548,0
3549,5
3550,7
3551,2
3552,8
3553,8
3554,3
3555,1
3556,0
3557,0
3558,3
3559,2
3560,8
3561,6
3562,0
3563,2
3564,1
3565,6
3566,5
3567,4
3568,6
3569,3
3570,5
3571,3
3572,6
3573,6
3574,1
3575,4
3576,6
3577,6
3578,1
3579,2
3580,6
3581,7
3582,7
3583,7
3584,7
3585,0
3586,5
3587,1
3588,7
3589,7
3590,3
3591,1
3592,1
3593,2
3594,5
3595,1
3596,5
3597,6
3598,8
3599,0
3600,0
3601,0
3602,0
3603,6
3604,4
3605,1
3606,2
3607,1
3608,0
3609,0
3610,4
3611,2
3612,3
3613,6
3614,3
3615,1
3616,8
3617,5
3618,8
3619,1
3620,8
3621,1
3622,5
3623,7
3624,4
3625,6
3626,1
3627,3
3628,1
3629,5
3630,6
3631,3
3632,6
3633,4
3634,8
3635,6
3636,2
3637,8
3638,1
3639,3
3640,5
3641,5
3642,6
3643,8
3644,5
3645,8
3646,5
3647,4
3648,1
3649,1
3650,2
3651,2
3652,6
3653,2
3654,6
3655,6
3656,2
3657,4
3658,2
3659,1
3660,7
3661,2
3662,0
3663,0
3664,0
3665,0
3666,6
3667,0
3668,7
3669,0
3670,7
3671,3
3672,6
3673,4
3674,2
3675,3
3676,4
3677,3
3678,1
3679,5
3680,2
3681,3
3682,2
3683,1
3684,7
3685,8
3686,4
3687,6
3688,7
3689,2
3690,3
3691,3
3692,6
3693,4
3694,3
3695,1
3696,6
3697,0
3698,2
3699,3
3700,5
3701,8
3702,1
3703,6
3704,3
3705,1
3706,7
3707,3
3708,8
3709,7
3710,3
3711,6
3712,3
3713,4
3714,2
3715,6
3716,8
3717,3
3718,6
3719,7
3720,3
3721,3
3722,3
3723,2
3724,2
3725,2
3726,6
3727,1
3728,5
3729,6
3730,4
3731,2
3732,3
3733,6
3734,7
3735,3
3736,0
3737,1
3738,8
3739,7
3740,1
3741,1
3742,1
3743,1
3744,1
3745,3
3746,3
3747,1
3748,6
3749,1
3750,6
3751,1
3752,1
3753,7
3754,6
3755,1
3756,2
3757,6
3758,6
3759,6
3760,1
3761,1
3762,1
3763,1
3764,1
3765,1
3766,5
3767,2
3768,0
3769,5
3770,1
3771,0
3772,3
3773,3
3774,3
3775,8
3776,8
3777,2
3778,7
3779,6
3780,5
3781,7
3782,1
3783,7
3784,6
3785,5
3786,7
3787,7
3788,1
3789,5
3790,7
3791,1
3792,4
3793,1
3794,3
3795,1
3796,1
3797,3
3798,3
3799,4
3800,6
3801,2
3802,6
3803,0
3804,5
3805,2
3806,2
3807,5
3808,4
3809,5
3810,8
3811,0
3812,1
3813,1
3814,1
3815,0
3816,1
3817,2
3818,1
3819,3
3820,8
3821,5
3822,1
3823,3
3824,8
3825,2
3826,5
3827,0
3828,4
3829,1
3830,5
3831,1
3832,5
3833,2
3834,5
3835,0
3836,3
3837,2
3838,1
3839,1
3840,3
3841,4
3842,5
3843,3
3844,6
3845,1
3846,0
3847,2
3848,8
3849,7
3850,8
3851,7
3852,1
3853,1
3854,5
3855,1
3856,2
3857,7
3858,1
3859,6
3860,1
3861,7
3862,1
3863,1
3864,6
3865,5
3866,8
3867,7
3868,5
3869,3
3870,3
3871,6
3872,1
3873,7
3874,7
3875,7
3876,8
3877,2
3878,1
3879,8
3880,6
3881,4
3882,6
3883,3
3884,6
3885,8
3886,5
3887,0
3888,7
3889,1
3890,0
3891,3
3892,6
3893,7
3894,5
3895,5
3896,1
3897,3
3898,7
3899,5
3900,8
3901,3
3902,5
3903,6
3904,8
3905,0
3906,6
3907,5
3908,1
3909,3
3910,1
3911,4
3912,4
3913,2
3914,6
3915,5
3916,4
3917,6
3918,4
3919,2
3920,4
3921,1
3922,6
3923,2
3924,8
3925,1
3926,7
3927,0
3928,1
3929,6
3930,6
3931,8
3932,8
3933,7
3934,4
3935,8
3936,3
3937,0
3938,0
3939,0
3940,6
3941,2
3942,0
3943,1
3944,3
3945,6
3946,3
3947,2
3948,2
3949,2
3950,8
3951,3
3952,1
3953,8
3954,8
3955,6
3956,8
3957,8
3958,6
3959,7
3960,3
3961,3
3962,3
3963,5
3964,2
3965,7
3966,2
3967,7
3968,2
3969,7
3970,4
3971,5
3972,4
3973,1
3974,0
3975,1
3976,7
3977,6
3978,4
3979,3
3980,2
3981,3
3982,0
3983,1
3984,2
3985,3
3986,1
3987,0
3988,0
3989,5
3990,8
3991,1
3992,3
3993,1
3994,1
3995,1
3996,6
3997,3
3998,3
3999,6
4000,7
4001,6
4002,8
4003,1
4004,3
4005,5
4006,2
4007,4
4008,8
4009,8
4010,2
4011,3
4012,2
4013,4
4014,8
4015,3
4016,2
4017,7
4018,3
4019,5
4020,3
4021,1
4022,5
4023,0
4024,2
4025,7
4026,6
4027,5
4028,6
4029,7
4030,1
4031,1
4032,1
4033,2
4034,1
4035,6
4036,6
4037,0
4038,6
4039,1
4040,3
4041,1
4042,3
4043,6
4044,8
4045,1
4046,4
4047,3
4048,6
4049,6
4050,1
4051,8
4052,6
4053,2
4054,1
4055,1
4056,7
4057,3
4058,6
4059,5
4060,0
4061,1
4062,8
4063,6
4064,1
4065,8
4066,1
4067,7
4068,4
4069,6
4070,3
4071,6
4072,8
4073,1
4074,1
4075,2
4076,2
4077,1
4078,8
4079,1
4080,6
4081,8
4082,7
4083,1
4084,6
4085,6
4086,4
4087,5
4088,6
4089,1
4090,6
4091,8
4092,6
4093,3
4094,3
4095,6
4096,8
4097,8
4098,1
4099,3
4100,3
4101,2
4102,3
4103,1
4104,6
4105,1
4106,7
4107,2
4108,1
4109,0
4110,2
4111,8
4112,5
4113,8
4114,0
4115,0
4116,7
4117,8
4118,5
4119,8
4120,6
4121,1
4122,1
4123,1
4124,6
4125,6
4126,1
4127,7
4128,1
4129,1
4130,3
4131,1
4132,4
4133,3
4134,1
4135,5
4136,2
4137,7
4138,2
4139,3
4140,8
4141,0
4142,1
4143,8
4144,1
4145,1
4146,3
4147,2
4148,3
4149,4
4150,2
4151,7
4152,7
4153,2
4154,4
4155,4
4156,7
4157,0
4158,6
4159,1
4160,4
4161,8
4162,1
4163,4
4164,6
4165,0
4166,6
4167,3
4168,4
4169,4
4170,1
4171,4
4172,7
4173,6
4174,0
4175,6
4176,6
4177,5
4178,5
4179,8
4180,1
4181,4
4182,6
4183,1
4184,1
4185,3
4186,8
4187,7
4188,1
4189,3
4190,2
4191,6
4192,6
4193,7
4194,2
4195,5
4196,8
4197,7
4198,6
4199,1
4200,6
4201,7
4202,7
4203,8
4204,8
4205,1
4206,1
4207,6
4208,8
4209,0
4210,1
4211,2
4212,4
4213,1
4214,1
4215,3
4216,3
4217,7
4218,8
4219,1
4220,5
4221,5
4222,6
4223,0
4224,1
4225,1
4226,4
4227,2
4228,4
4229,2
4230,0
4231,5
4232,3
4233,0
4234,8
4235,8
4236,3
4237,8
4238,5
4239,7
4240,6
4241,1
4242,6
4243,6
4244,1
4245,8
4246,2
4247,1
4248,1
4249,4
4250,1
4251,5
4252,8
4253,7
4254,2
4255,6
4256,4
4257,3
4258,3
4259,3
4260,0
4261,3
4262,7
4263,7
4264,6
4265,6
4266,5
4267,0
4268,8
4269,1
4270,6
4271,1
4272,6
4273,5
4274,3
4275,0
4276,1
4277,6
4278,1
4279,8
4280,1
4281,6
4282,3
4283,6
4284,6
4285,6
4286,1
4287,4
4288,5
4289,3
4290,1
4291,5
4292,2
4293,8
4294,6
4295,1
4296,7
4297,7
4298,1
4299,5
4300,3
4301,7
4302,3
4303,6
4304,6
4305,0
4306,0
4307,3
4308,3
4309,5
4310,7
4311,6
4312,6
4313,8
4314,2
4315,1
4316,7
4317,4
4318,1
4319,0
4320,8
4321,2
4322,2
4323,6
4324,4
4325,5
4326,1
4327,3
4328,3
4329,3
4330,0
4331,2
4332,7
4333,0
4334,2
4335,3
4336,1
4337,1
4338,1
4339,1
4340,7
4341,6
4342,0
4343,1
4344,6
4345,7
4346,8
4347,2
4348,7
4349,3
4350,0
4351,1
4352,3
4353,8
4354,6
4355,5
4356,6
4357,3
4358,8
4359,3
4360,8
4361,1
4362,4
4363,0
4364,6
4365,2
4366,0
4367,1
4368,0
4369,6
4370,6
4371,4
4372,0
4373,5
4374,3
4375,0
4376,0
4377,3
4378,0
4379,0
4380,4
4381,0
4382,0
4383,7
4384,4
4385,7
4386,8
4387,2
4388,4
4389,3
4390,1
4391,6
4392,1
4393,1
4394,3
4395,6
4396,6
4397,1
4398,0
4399,1
4400,5
4401,6
4402,8
4403,2
4404,8
4405,1
4406,7
4407,8
4408,1
4409,5
4410,3
4411,8
4412,8
4413,1
4414,3
4415,1
4416,6
4417,1
4418,3
4419,3
4420,2
4421,0
4422,3
4423,5
4424,1
4425,1
4426,5
4427,5
4428,8
4429,7
4430,3
4431,8
4432,5
4433,1
4434,6
4435,8
4436,1
4437,6
4438,0
4439,5
4440,5
4441,6
4442,2
4443,6
4444,5
4445,1
4446,0
4447,5
4448,1
4449,2
4450,5
4451,2
4452,6
4453,3
4454,6
4455,8
4456,8
4457,0
4458,2
4459,1
4460,0
4461,6
4462,6
4463,5
4464,6
4465,1
4466,6
4467,2
4468,8
4469,6
4470,3
4471,3
4472,8
4473,3
4474,2
4475,5
4476,3
4477,1
4478,8
4479,3
4480,6
4481,2
4482,6
4483,1
4484,1
4485,5
4486,5
4487,3
4488,2
4489,6
4490,1
4491,7
4492,6
4493,1
4494,1
4495,7
4496,1
4497,0
4498,7
4499,6
4500,3
4501,5
4502,0
4503,2
4504,0
4505,3
4506,8
4507,7
4508,7
4509,4
4510,3
4511,0
4512,1
4513,3
4514,1
4515,3
4516,4
4517,3
4518,8
4519,5
4520,5
4521,3
4522,3
4523,5
4524,2
4525,1
4526,8
4527,6
4528,6
4529,5
4530,8
4531,4
4532,8
4533,5
4534,3
4535,7
4536,3
4537,2
4538,4
4539,3
4540,0
4541,8
4542,3
4543,4
4544,1
4545,7
4546,6
4547,3
4548,1
4549,1
4550,1
4551,1
4552,3
4553,0
4554,3
4555,6
4556,7
4557,6
4558,8
4559,6
4560,1
4561,4
4562,1
4563,6
4564,8
4565,7
4566,8
4567,0
4568,1
4569,2
4570,7
4571,8
4572,8
4573,2
4574,3
4575,1
4576,8
4577,7
4578,3
4579,0
4580,2
4581,6
4582,6
4583,5
4584,1
4585,3
4586,2
4587,8
4588,5
4589,3
4590,1
4591,4
4592,5
4593,6
4594,5
4595,5
4596,2
4597,4
4598,3
4599,5
4600,4
4601,3
4602,2
4603,7
4604,6
4605,5
4606,8
4607,3
4608,7
4609,5
4610,7
4611,0
4612,8
4613,4
4614,8
4615,0
4616,3
4617,3
4618,3
4619,6
4620,6
4621,6
4622,8
4623,8
4624,3
4625,4
4626,1
4627,0
4628,2
4629,4
4630,6
4631,1
4632,1
4633,3
4634,2
4635,6
4636,2
4637,3
4638,6
4639,8
4640,6
4641,5
4642,1
4643,6
4644,7
4645,6
4646,3
4647,0
4648,7
4649,0
4650,1
4651,7
4652,1
4653,5
4654,3
4655,0
4656,5
4657,4
4658,5
4659,2
4660,2
4661,0
4662,1
4663,5
4664,1
4665,2
4666,4
4667,5
4668,0
4669,1
4670,1
4671,2
4672,7
4673,1
4674,1
4675,0
4676,5
4677,3
4678,6
4679,7
4680,1
4681,8
4682,2
4683,7
4684,1
4685,8
4686,5
4687,4
4688,5
4689,4
4690,4
4691,1
4692,7
4693,0
4694,3
4695,5
4696,7
4697,6
4698,0
4699,3
4700,3
4701,6
4702,2
4703,6
4704,5
4705,5
4706,1
4707,6
4708,7
4709,3
4710,3
4711,0
4712,2
4713,6
4714,7
4715,8
4716,3
4717,6
4718,3
4719,4
4720,0
4721,3
4722,1
4723,5
4724,6
4725,4
4726,3
4727,6
4728,5
4729,3
4730,1
4731,2
4732,3
4733,7
4734,4
4735,6
4736,6
4737,4
4738,3
4739,0
4740,7
4741,1
4742,5
4743,8
4744,7
4745,0
4746,1
4747,8
4748,6
4749,5
4750,7
4751,3
4752,8
4753,3
4754,3
4755,3
4756,3
4757,1
4758,4
4759,2
4760,2
4761,6
4762,6
4763,4
4764,7
4765,4
4766,8
4767,8
4768,4
4769,2
4770,6
4771,1
4772,4
4773,1
4774,0
4775,2
4776,8
4777,1
4778,3
4779,7
4780,2
4781,1
4782,2
4783,0
4784,3
4785,8
4786,3
4787,1
4788,0
4789,0
4790,3
4791,6
4792,2
4793,3
4794,6
4795,1
4796,8
4797,1
4798,5
4799,6
4800,1
4801,0
4802,0
4803,7
4804,7
4805,2
4806,3
4807,0
4808,4
4809,0
4810,3
4811,6
4812,4
4813,8
4814,7
4815,5
4816,8
4817,4
4818,3
4819,7
4820,0
4821,1
4822,3
4823,8
4824,5
4825,2
4826,7
4827,3
4828,8
4829,6
4830,6
4831,1
4832,3
4833,4
4834,3
4835,1
4836,1
4837,6
4838,2
4839,6
4840,5
4841,6
4842,6
4843,6
4844,1
4845,7
4846,5
4847,0
4848,8
4849,7
4850,2
4851,0
4852,0
4853,3
4854,6
4855,4
4856,8
4857,6
4858,7
4859,2
4860,8
4861,4
4862,7
4863,0
4864,5
4865,0
4866,2
4867,5
4868,8
4869,2
4870,1
4871,7
4872,4
4873,5
4874,2
4875,6
4876,5
4877,1
4878,6
4879,3
4880,3
4881,2
4882,4
4883,8
4884,5
4885,2
4886,1
4887,1
4888,5
4889,6
4890,0
4891,2
4892,6
4893,6
4894,2
4895,6
4896,5
4897,0
4898,3
4899,3
4900,7
4901,0
4902,0
4903,4
4904,5
4905,7
4906,3
4907,6
4908,6
4909,8
4910,1
4911,6
4912,0
4913,8
4914,0
4915,3
4916,4
4917,7
4918,7
4919,6
4920,6
4921,7
4922,6
4923,6
4924,6
4925,8
4926,3
4927,1
4928,2
4929,3
4930,3
4931,4
4932,2
4933,3
4934,7
4935,1
4936,5
4937,2
4938,2
4939,5
4940,7
4941,3
4942,3
4943,0
4944,7
4945,4
4946,8
4947,3
4948,1
4949,6
4950,8
4951,7
4952,7
4953,7
4954,4
4955,5
4956,6
4957,7
4958,8
4959,3
4960,1
4961,1
4962,2
4963,5
4964,6
4965,0
4966,6
4967,3
4968,5
4969,7
4970,3
4971,4
4972,5
4973,3
4974,6
4975,1
4976,8
4977,6
4978,1
4979,5
4980,8
4981,3
4982,3
4983,8
4984,6
4985,0
4986,6
4987,6
4988,2
4989,2
4990,5
4991,0
4992,7
4993,3
4994,1
4995,1
4996,1
4997,6
4998,0
4999,0
5000,8
5001,7
5002,3
5003,4
5004,0
5005,8
5006,1
5007,1
5008,2
5009,8
5010,0
5011,1
5012,1
5013,8
5014,1
5015,2
5016,7
5017,1
5018,4
5019,6
5020,2
5021,1
5022,6
5023,7
5024,1
5025,5
5026,0
5027,6
5028,4
5029,2
5030,1
5031,7
5032,6
5033,1
5034,3
5035,2
5036,3
5037,8
5038,8
5039,5
5040,1
5041,3
5042,1
5043,5
5044,1
5045,8
5046,8
5047,7
5048,4
5049,4
5050,4
5051,2
5052,4
5053,3
5054,5
5055,0
5056,7
5057,0
5058,8
5059,5
5060,3
5061,8
5062,5
5063,8
5064,7
5065,7
5066,1
5067,3
5068,1
5069,5
5070,4
5071,2
5072,2
5073,5
5074,3
5075,6
5076,4
5077,2
5078,6
5079,8
5080,2
5081,3
5082,6
5083,1
5084,0
5085,7
5086,3
5087,7
5088,5
5089,6
5090,1
5091,0
5092,6
5093,0
5094,1
5095,6
5096,7
5097,3
5098,8
5099,1
5100,6
5101,5
5102,2
5103,8
5104,6
5105,8
5106,4
5107,6
5108,7
5109,1
5110,4
5111,6
5112,3
5113,1
5114,0
5115,4
5116,3
5117,3
5118,3
5119,7
5120,0
5121,5
5122,3
5123,1
5124,1
5125,8
5126,2
5127,7
5128,4
5129,0
5130,8
5131,2
5132,3
5133,3
5134,3
5135,8
5136,4
5137,4
5138,1
5139,2
5140,3
5141,5
5142,8
5143,1
5144,0
5145,8
5146,3
5147,4
5148,1
5149,1
5150,8
5151,1
5152,0
5153,6
5154,3
5155,3
5156,6
5157,7
5158,2
5159,6
5160,6
5161,3
5162,7
5163,3
5164,5
5165,6
5166,8
5167,8
5168,4
5169,7
5170,5
5171,6
5172,6
5173,1
5174,0
5175,6
5176,1
5177,3
5178,8
5179,3
5180,2
5181,3
5182,7
5183,3
5184,5
5185,5
5186,3
5187,7
5188,6
5189,8
5190,3
5191,3
5192,7
5193,1
5194,5
5195,4
5196,5
5197,5
5198,6
5199,1
5200,3
5201,8
5202,6
5203,0
5204,7
5205,0
5206,8
5207,3
5208,8
5209,4
5210,7
5211,3
5212,6
5213,2
5214,1
5215,1
5216,3
5217,8
5218,0
5219,6
5220,1
5221,2
5222,4
5223,5
5224,6
5225,8
5226,3
5227,8
5228,1
5229,2
5230,8
5231,6
5232,0
5233,7
5234,7
5235,7
5236,0
5237,8
5238,7
5239,1
5240,5
5241,3
5242,8
5243,8
5244,5
5245,0
5246,6
5247,6
5248,3
5249,4
5250,8
5251,5
5252,0
5253,0
5254,1
5255,3
5256,2
5257,1
5258,6
5259,6
5260,2
5261,5
5262,8
5263,7
5264,1
5265,2
5266,1
5267,8
5268,5
5269,1
5270,6
5271,4
5272,3
5273,5
5274,7
5275,5
5276,1
5277,8
5278,8
5279,1
5280,5
5281,8
5282,1
5283,1
5284,4
5285,8
5286,0
5287,7
5288,2
5289,8
5290,2
5291,1
5292,4
5293,1
5294,3
5295,3
5296,7
5297,3
5298,1
5299,6
5300,7
5301,8
5302,4
5303,5
5304,3
5305,2
5306,2
5307,5
5308,4
5309,7
5310,8
5311,7
5312,3
5313,8
5314,0
5315,5
5316,7
5317,4
5318,4
5319,2
5320,6
5321,8
5322,3
5323,6
5324,0
5325,4
5326,3
5327,5
5328,2
5329,1
5330,1
5331,8
5332,1
5333,6
5334,3
5335,1
5336,1
5337,7
5338,1
5339,1
5340,4
5341,1
5342,2
5343,1
5344,1
5345,6
5346,4
5347,7
5348,7
5349,3
5350,4
5351,8
5352,3
5353,0
5354,2
5355,6
5356,8
5357,0
5358,3
5359,1
5360,5
5361,6
5362,8
5363,3
5364,4
5365,8
5366,0
5367,0
5368,6
5369,0
5370,0
5371,1
5372,7
5373,8
5374,6
5375,7
5376,7
5377,3
5378,4
5379,4
5380,1
5381,0
5382,2
5383,2
5384,1
5385,8
5386,6
5387,3
5388,3
5389,8
5390,5
5391,4
5392,5
5393,4
5394,3
5395,5
5396,8
5397,8
5398,3
5399,6
5400,0
5401,4
5402,2
5403,6
5404,7
5405,2
5406,3
5407,1
5408,6
5409,6
5410,8
5411,1
5412,5
5413,6
5414,1
5415,5
5416,7
5417,6
5418,7
5419,6
5420,1
5421,8
5422,6
5423,0
5424,4
5425,8
5426,0
5427,3
5428,6
5429,0
5430,3
5431,3
5432,3
5433,1
5434,7
5435,5
5436,1
5437,1
5438,1
5439,7
5440,2
5441,4
5442,5
5443,1
5444,6
5445,2
5446,5
5447,3
5448,6
5449,7
5450,1
5451,7
5452,7
5453,3
5454,0
5455,8
5456,7
5457,4
5458,2
5459,0
5460,1
5461,3
5462,1
5463,3
5464,8
5465,8
5466,3
5467,1
5468,1
5469,6
5470,1
5471,2
5472,3
5473,2
5474,5
5475,1
5476,0
5477,1
5478,2
5479,0
5480,4
5481,3
5482,0
5483,6
5484,6
5485,2
5486,2
5487,6
5488,0
5489,5
5490,7
5491,5
5492,3
5493,7
5494,1
5495,6
5496,5
5497,1
5498,2
5499,2
5500,1
5501,0
5502,6
5503,8
5504,8
5505,3
5506,3
5507,1
5508,1
5509,1
5510,7
5511,6
5512,8
5513,5
5514,7
5515,4
5516,1
5517,8
5518,3
5519,1
5520,4
5521,5
5522,3
5523,1
5524,5
5525,6
5526,0
5527,1
5528,0
5529,6
5530,6
5531,3
5532,3
5533,6
5534,5
5535,8
5536,6
5537,5
5538,6
5539,6
5540,3
5541,3
5542,6
5543,5
5544,1
5545,5
5546,5
5547,1
5548,0
5549,3
5550,6
5551,8
5552,1
5553,3
5554,5
5555,1
5556,2
5557,1
5558,1
5559,5
5560,3
5561,4
5562,6
5563,8
5564,5
5565,8
5566,8
5567,5
5568,0
5569,6
5570,2
5571,8
5572,0
5573,4
5574,0
5575,2
5576,1
5577,1
5578,6
5579,2
5580,5
5581,0
5582,3
5583,1
5584,6
5585,4
5586,7
5587,6
5588,5
5589,2
5590,0
5591,8
5592,4
5593,2
5594,1
5595,4
5596,7
5597,5
5598,6
5599,7
5600,0
5601,7
5602,1
5603,8
5604,6
5605,7
5606,0
5607,8
5608,1
5609,8
5610,6
5611,1
5612,8
5613,7
5614,6
5615,1
5616,6
5617,3
5618,7
5619,0
5620,5
5621,1
5622,5
5623,1
5624,3
5625,1
5626,7
5627,1
5628,3
5629,3
5630,3
5631,6
5632,5
5633,8
5634,1
5635,1
5636,3
5637,6
5638,7
5639,0
5640,0
5641,1
5642,6
5643,2
5644,7
5645,5
5646,3
5647,8
5648,2
5649,4
5650,6
5651,4
5652,1
5653,3
5654,1
5655,1
5656,3
5657,3
5658,7
5659,6
5660,8
5661,3
5662,3
5663,8
5664,8
5665,1
5666,6
5667,5
5668,6
5669,8
5670,3
5671,3
5672,8
5673,3
5674,4
5675,5
5676,6
5677,5
5678,5
5679,5
5680,7
5681,1
5682,3
5683,5
5684,1
5685,6
5686,4
5687,4
5688,3
5689,6
5690,8
5691,6
5692,5
5693,5
5694,3
5695,5
5696,0
5697,3
5698,6
5699,1
5700,3
5701,6
5702,6
5703,8
5704,6
5705,3
5706,1
5707,1
5708,0
5709,0
5710,5
5711,3
5712,4
5713,0
5714,1
5715,7
5716,6
5717,4
5718,3
5719,1
5720,5
5721,6
5722,3
5723,0
5724,1
5725,3
5726,0
5727,6
5728,3
5729,4
5730,6
5731,0
5732,4
5733,6
5734,1
5735,0
5736,5
5737,6
5738,0
5739,1
5740,5
5741,3
5742,4
5743,5
5744,0
5745,7
5746,5
5747,2
5748,6
5749,5
5750,5
5751,4
5752,6
5753,0
5754,0
5755,7
5756,1
5757,1
5758,1
5759,5
5760,8
5761,6
5762,2
5763,5
5764,3
5765,1
5766,3
5767,3
5768,2
5769,4
5770,6
5771,1
5772,6
5773,5
5774,8
5775,3
5776,8
5777,3
5778,2
5779,5
5780,6
5781,3
5782,1
5783,4
5784,4
5785,0
5786,2
5787,1
5788,2
5789,8
5790,3
5791,1
5792,3
5793,0
5794,3
5795,1
5796,3
